start_date,end_date,the_group,state,condition_group,the_condition,age_group,covid_deaths,number_of_mentions
2020-01-01,2023-09-23,"By Total",Iowa,"Circulatory diseases","Other diseases of the circulatory system",75-84,225,247
2020-01-01,2023-09-23,"By Total",Iowa,"Circulatory diseases","Other diseases of the circulatory system",85+,296,334
2020-01-01,2023-09-23,"By Total",Iowa,"Circulatory diseases","Other diseases of the circulatory system","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Iowa,"Circulatory diseases","Other diseases of the circulatory system","All Ages",940,1069
2020-01-01,2023-09-23,"By Total",Iowa,Sepsis,Sepsis,35-44,17,17
2020-01-01,2023-09-23,"By Total",Iowa,Sepsis,Sepsis,45-54,52,52
2020-01-01,2023-09-23,"By Total",Iowa,Sepsis,Sepsis,55-64,148,148
2020-01-01,2023-09-23,"By Total",Iowa,Sepsis,Sepsis,65-74,191,191
2020-01-01,2023-09-23,"By Total",Iowa,Sepsis,Sepsis,75-84,186,187
2020-01-01,2023-09-23,"By Total",Iowa,Sepsis,Sepsis,85+,146,146
2020-01-01,2023-09-23,"By Total",Iowa,Sepsis,Sepsis,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Iowa,Sepsis,Sepsis,"All Ages",746,747
2020-01-01,2023-09-23,"By Total",Iowa,"Malignant neoplasms","Malignant neoplasms",0-24,0,0
2020-01-01,2023-09-23,"By Total",Iowa,"Malignant neoplasms","Malignant neoplasms",45-54,19,25
2020-01-01,2023-09-23,"By Total",Iowa,"Malignant neoplasms","Malignant neoplasms",55-64,93,113
2020-01-01,2023-09-23,"By Total",Iowa,"Malignant neoplasms","Malignant neoplasms",65-74,185,230
2020-01-01,2023-09-23,"By Total",Iowa,"Malignant neoplasms","Malignant neoplasms",75-84,242,277
2020-01-01,2023-09-23,"By Total",Iowa,"Malignant neoplasms","Malignant neoplasms",85+,202,230
2020-01-01,2023-09-23,"By Total",Iowa,"Malignant neoplasms","Malignant neoplasms","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Iowa,"Malignant neoplasms","Malignant neoplasms","All Ages",747,881
2020-01-01,2023-09-23,"By Total",Iowa,Diabetes,Diabetes,0-24,0,0
2020-01-01,2023-09-23,"By Total",Iowa,Diabetes,Diabetes,35-44,21,22
2020-01-01,2023-09-23,"By Total",Iowa,Diabetes,Diabetes,45-54,75,77
2020-01-01,2023-09-23,"By Total",Iowa,Diabetes,Diabetes,55-64,213,214
2020-01-01,2023-09-23,"By Total",Iowa,Diabetes,Diabetes,65-74,387,390
2020-01-01,2023-09-23,"By Total",Iowa,Diabetes,Diabetes,75-84,453,459
2020-01-01,2023-09-23,"By Total",Iowa,Diabetes,Diabetes,85+,417,418
2020-01-01,2023-09-23,"By Total",Iowa,Diabetes,Diabetes,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Iowa,Diabetes,Diabetes,"All Ages",1574,1588
2020-01-01,2023-09-23,"By Total",Iowa,Obesity,Obesity,25-34,20,20
2020-01-01,2023-09-23,"By Total",Iowa,Obesity,Obesity,35-44,49,49
2020-01-01,2023-09-23,"By Total",Iowa,Obesity,Obesity,45-54,94,94
2020-01-01,2023-09-23,"By Total",Iowa,Obesity,Obesity,55-64,122,123
2020-01-01,2023-09-23,"By Total",Iowa,Obesity,Obesity,65-74,142,143
2020-01-01,2023-09-23,"By Total",Iowa,Obesity,Obesity,75-84,83,83
2020-01-01,2023-09-23,"By Total",Iowa,Obesity,Obesity,85+,42,42
2020-01-01,2023-09-23,"By Total",Iowa,Obesity,Obesity,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Iowa,Obesity,Obesity,"All Ages",558,560
2020-01-01,2023-09-23,"By Total",Iowa,"Alzheimer disease","Alzheimer disease",0-24,0,0
2020-01-01,2023-09-23,"By Total",Iowa,"Alzheimer disease","Alzheimer disease",25-34,0,0
2020-01-01,2023-09-23,"By Total",Iowa,"Alzheimer disease","Alzheimer disease",35-44,0,0
2020-01-01,2023-09-23,"By Total",Iowa,"Alzheimer disease","Alzheimer disease",45-54,0,0
2020-01-01,2023-09-23,"By Total",Iowa,"Alzheimer disease","Alzheimer disease",65-74,22,22
2020-01-01,2023-09-23,"By Total",Iowa,"Alzheimer disease","Alzheimer disease",75-84,158,158
2020-01-01,2023-09-23,"By Total",Iowa,"Alzheimer disease","Alzheimer disease",85+,382,382
2020-01-01,2023-09-23,"By Total",Iowa,"Alzheimer disease","Alzheimer disease","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Iowa,"Alzheimer disease","Alzheimer disease","All Ages",567,567
2020-01-01,2023-09-23,"By Total",Iowa,"Vascular and unspecified dementia","Vascular and unspecified dementia",0-24,0,0
2020-01-01,2023-09-23,"By Total",Iowa,"Vascular and unspecified dementia","Vascular and unspecified dementia",35-44,0,0
2020-01-01,2023-09-23,"By Total",Iowa,"Vascular and unspecified dementia","Vascular and unspecified dementia",65-74,100,100
2020-01-01,2023-09-23,"By Total",Iowa,"Vascular and unspecified dementia","Vascular and unspecified dementia",75-84,346,347
2020-01-01,2023-09-23,"By Total",Iowa,"Vascular and unspecified dementia","Vascular and unspecified dementia",85+,751,753
2020-01-01,2023-09-23,"By Total",Iowa,"Vascular and unspecified dementia","Vascular and unspecified dementia","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Iowa,"Vascular and unspecified dementia","Vascular and unspecified dementia","All Ages",1206,1209
2020-01-01,2023-09-23,"By Total",Iowa,"Renal failure","Renal failure",35-44,16,16
2020-01-01,2023-09-23,"By Total",Iowa,"Renal failure","Renal failure",45-54,60,61
2020-01-01,2023-09-23,"By Total",Iowa,"Renal failure","Renal failure",55-64,151,159
2020-01-01,2023-09-23,"By Total",Iowa,"Renal failure","Renal failure",65-74,262,274
2020-01-01,2023-09-23,"By Total",Iowa,"Renal failure","Renal failure",75-84,324,353
2020-01-01,2023-09-23,"By Total",Iowa,"Renal failure","Renal failure",85+,359,379
2020-01-01,2023-09-23,"By Total",Iowa,"Renal failure","Renal failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Iowa,"Renal failure","Renal failure","All Ages",1182,1253
2020-01-01,2023-09-23,"By Total",Iowa,COVID-19,COVID-19,0-24,22,22
2020-01-01,2023-09-23,"By Total",Iowa,COVID-19,COVID-19,25-34,70,70
2020-01-01,2023-09-23,"By Total",Iowa,COVID-19,COVID-19,35-44,184,184
2020-01-01,2023-09-23,"By Total",Iowa,COVID-19,COVID-19,45-54,465,465
2020-01-01,2023-09-23,"By Total",Iowa,COVID-19,COVID-19,55-64,1216,1216
2020-01-01,2023-09-23,"By Total",Iowa,COVID-19,COVID-19,65-74,2076,2076
2020-01-01,2023-09-23,"By Total",Iowa,COVID-19,COVID-19,75-84,2925,2925
2020-01-01,2023-09-23,"By Total",Iowa,COVID-19,COVID-19,85+,4067,4067
2020-01-01,2023-09-23,"By Total",Iowa,COVID-19,COVID-19,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Iowa,COVID-19,COVID-19,"All Ages",11025,11025
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Influenza and pneumonia",0-24,13,16
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Influenza and pneumonia",25-34,39,42
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Influenza and pneumonia",35-44,115,118
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Influenza and pneumonia",45-54,259,271
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Influenza and pneumonia",55-64,621,640
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Influenza and pneumonia",65-74,966,996
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Influenza and pneumonia",75-84,1097,1132
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Influenza and pneumonia",85+,1041,1056
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Influenza and pneumonia","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Influenza and pneumonia","All Ages",4151,4271
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Chronic lower respiratory diseases",35-44,10,10
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Chronic lower respiratory diseases",45-54,31,32
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Chronic lower respiratory diseases",55-64,118,129
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Chronic lower respiratory diseases",65-74,247,261
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Chronic lower respiratory diseases",75-84,321,335
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Chronic lower respiratory diseases",85+,283,288
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Chronic lower respiratory diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Chronic lower respiratory diseases","All Ages",1017,1062
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Adult respiratory distress syndrome",25-34,13,13
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Adult respiratory distress syndrome",35-44,32,32
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Adult respiratory distress syndrome",45-54,88,88
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Adult respiratory distress syndrome",55-64,150,150
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Adult respiratory distress syndrome",65-74,199,199
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Adult respiratory distress syndrome",75-84,161,161
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Adult respiratory distress syndrome",85+,92,92
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Adult respiratory distress syndrome","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Adult respiratory distress syndrome","All Ages",740,740
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory failure",25-34,33,33
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory failure",35-44,110,111
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory failure",45-54,271,280
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory failure",55-64,691,709
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory failure",65-74,1096,1143
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory failure",75-84,1256,1308
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory failure",85+,1124,1157
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory failure","All Ages",4590,4750
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory arrest",55-64,24,24
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory arrest",65-74,30,30
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory arrest",75-84,67,67
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory arrest",85+,91,91
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory arrest","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Respiratory arrest","All Ages",225,225
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Other diseases of the respiratory system",35-44,11,11
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Other diseases of the respiratory system",45-54,29,29
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Other diseases of the respiratory system",55-64,76,82
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Other diseases of the respiratory system",65-74,133,138
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Other diseases of the respiratory system",75-84,144,156
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Other diseases of the respiratory system",85+,119,125
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Other diseases of the respiratory system","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Respiratory diseases","Other diseases of the respiratory system","All Ages",521,550
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Hypertensive diseases",0-24,0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Hypertensive diseases",35-44,20,20
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Hypertensive diseases",45-54,50,51
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Hypertensive diseases",55-64,168,170
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Hypertensive diseases",65-74,246,248
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Hypertensive diseases",75-84,324,328
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Hypertensive diseases",85+,451,460
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Hypertensive diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Hypertensive diseases","All Ages",1263,1281
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Ischemic heart disease",0-24,0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Ischemic heart disease",45-54,28,30
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Ischemic heart disease",55-64,108,124
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Ischemic heart disease",65-74,190,212
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Ischemic heart disease",75-84,313,335
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Ischemic heart disease",85+,380,400
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Ischemic heart disease","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Ischemic heart disease","All Ages",1030,1112
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrest",35-44,31,31
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrest",45-54,79,79
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrest",55-64,160,160
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrest",65-74,256,256
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrest",75-84,262,264
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrest",85+,217,217
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrest","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrest","All Ages",1016,1018
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrhythmia",45-54,24,24
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrhythmia",55-64,69,72
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrhythmia",65-74,144,148
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrhythmia",75-84,205,209
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrhythmia",85+,312,317
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrhythmia","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cardiac arrhythmia","All Ages",761,777
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Heart failure",45-54,17,17
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Heart failure",55-64,63,63
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Heart failure",65-74,124,125
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Heart failure",75-84,233,233
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Heart failure",85+,425,425
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Heart failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Heart failure","All Ages",867,868
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cerebrovascular diseases",45-54,18,20
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cerebrovascular diseases",55-64,49,50
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cerebrovascular diseases",65-74,102,106
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cerebrovascular diseases",75-84,129,135
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cerebrovascular diseases",85+,157,164
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cerebrovascular diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Cerebrovascular diseases","All Ages",467,487
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Other diseases of the circulatory system",25-34,13,16
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Other diseases of the circulatory system",35-44,25,28
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Other diseases of the circulatory system",45-54,62,63
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Other diseases of the circulatory system",55-64,122,136
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Other diseases of the circulatory system",65-74,152,175
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Other diseases of the circulatory system",75-84,169,189
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Other diseases of the circulatory system",85+,210,230
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Other diseases of the circulatory system","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Circulatory diseases","Other diseases of the circulatory system","All Ages",759,843
2020-01-01,2023-09-23,"By Total",Kansas,Sepsis,Sepsis,35-44,29,29
2020-01-01,2023-09-23,"By Total",Kansas,Sepsis,Sepsis,45-54,72,72
2020-01-01,2023-09-23,"By Total",Kansas,Sepsis,Sepsis,55-64,156,156
2020-01-01,2023-09-23,"By Total",Kansas,Sepsis,Sepsis,65-74,243,243
2020-01-01,2023-09-23,"By Total",Kansas,Sepsis,Sepsis,75-84,242,242
2020-01-01,2023-09-23,"By Total",Kansas,Sepsis,Sepsis,85+,163,163
2020-01-01,2023-09-23,"By Total",Kansas,Sepsis,Sepsis,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Kansas,Sepsis,Sepsis,"All Ages",913,913
2020-01-01,2023-09-23,"By Total",Kansas,"Malignant neoplasms","Malignant neoplasms",0-24,0,0
2020-01-01,2023-09-23,"By Total",Kansas,"Malignant neoplasms","Malignant neoplasms",45-54,22,30
2020-01-01,2023-09-23,"By Total",Kansas,"Malignant neoplasms","Malignant neoplasms",55-64,56,71
2020-01-01,2023-09-23,"By Total",Kansas,"Malignant neoplasms","Malignant neoplasms",65-74,168,196
2020-01-01,2023-09-23,"By Total",Kansas,"Malignant neoplasms","Malignant neoplasms",75-84,180,207
2020-01-01,2023-09-23,"By Total",Kansas,"Malignant neoplasms","Malignant neoplasms",85+,134,145
